adj	nn	attribute	semclass	status	context
stark	Erdbeben	intensity	natPhenomenon	collocation	Bei einem starken Erdbeben im Jahr 1976 kamen in der Region 4000 Menschen ums Leben .
blank	Erde	description	natObject	collocation	1804 ließ sich Ernst II . als Freimaurer neben der Gruft in blanker Erde und ohne Grabstein begraben .
dunkel	Erde	brightness	natObject	free	Häufig wiederkehrende Motive sind kleine Scholleninseln mit dicken Blätterkugeln und wie Spargel hochschießenden Stengeln , zwischen denen immer wieder die nackte dunkle Erde , Kriechpflanzen oder Steine auftauchen .
bitter	Erfahrung	emotion	event	collocation	Die bitteren Erfahrungen seiner Kindheit in Erinnerung gründete er eine Organisation gegen den Missbrauch von Kindern .
reich	Erfahrung	quantity	cognition	collocation	Auf Grund seiner hohen schachlichen Qualifikation und seiner reichen Erfahrung war er ein hochangesehener Trainer .
reich	Erfahrungsschatz	quantity	cognition	collocation	Nach seiner aktiven Zeit als Boxer gab Jupp Besselmann seinen reichen Erfahrungsschatz an viele andere Berufsboxer , die er trainierte und betreute , weiter .
knapp	Erfolg	certainty	event	collocation	Dabei trug Fridzon mit 4 Punkten in der letzten Minute maßgeblich dazu bei den knappen Erfolg zu sichern .
spät	Erfolg	time	event	collocation	Zu Beginn der 50er Jahre war sein Stil nicht mehr gefragt und er konnte lediglich mit  Rio Bravo  einen späten Erfolg verzeichnen .
blind	Ergebenheit	description	attribute	collocation	In einer Zeit in der ein aufstrebender religiöser Fundamentalismus eine immer größere Rolle spielt , stellt LAMENTO blinde Ergebenheit und Folgsamkeit in Frage .
knapp	Ergebnis	certainty	event	collocation	Der dänischen König erkannte das knappe Ergebnis schließlich nicht an und löste das Løgting am 25. September auf .
leicht	Erhöhung	intensity	shape	collocation	Zu den inneren Merkmalen können Souterrains gehören und Spuren von Häusern , die als leichte Erhöhungen sichtbar sind .
leicht	Erholung	intensity	event	collocation	Für die Whigs war das nur eine leichte Erholung von ihrer bedeutenden Wahlniederlage zwei Jahre zuvor .
bitter	Erinnerung	emotion	cognition	collocation	Von den zweieinhalb Jahren der Gefangenschaft behielt er eine bittere Erinnerung und schätzte sich selbst als " Heimkehrer " und Soldat ein , der seinem Land nichts genützt hatte .
dunkel	Erinnerung	intensity	cognition	collocation	.. und eine dunkle Erinnerung in Form von " da war doch mal was " .
süß	Erinnerung	evaluation	cognition	collocation	Anschließend aber werde sich alles in süße Erinnerung verwandeln und irreal wie ein Traum scheinen .
leicht	Erkältung	intensity	body	collocation	Eine Besiedlung mit Pneumokokken ist meist symptomlos und ohne Krankheitsbild ( eventuell leichte Erkältung ) .
bitter	Erkenntnis	emotion	cognition	collocation	Timeout lobt die " Schönheit der Darstellung , die Genauigkeit des Drehbuchs und die trotz der bitteren Erkenntnisse in Ernüchterung oftmals sehr vergnüglichen Szenen . "
sicher	Erkenntnis	certainty	cognition	collocation	Sie behaupten , dass es Bedingungen der Erkenntnisfähigkeit oder des Wissens gibt , die allgemeine und notwendige Voraussetzungen sind , damit man von sicherer Erkenntnis sprechen kann .
spät	Erkenntnis	time	cognition	collocation	Die späte Erkenntnis trafen in den politisch einflussreichen Gremien jedoch auf immer weniger Gehör .
rund	Erker	shape	artifact	free	Das dreigeschossige Geschäftshaus mit einem zusätzlichen Mezzaningeschoss und dem vorspringenden runden Erker wurde im Stil des norddeutschen Backsteinexpressionismus errichtet .
knapp	Erklärung	description	communication	collocation	Am frühen Abend verkündete Vizepräsident Omar Suleiman in einer knappen Erklärung , dass Mubarak sein Amt aufgibt und der Oberste Rat der Streitkräfte die Macht übernimmt .
knapp	Erläuterung	description	communication	collocation	Zu Beginn eines jeden Kapitels steht eine knappe Erläuterung , die den Leser mit Kurzinformationen versorgt : Woher stammt das Wort  Meze  eigentlich ?
bitter	Erlebnis	emotion	event	collocation	Der junge Seemann Clements möchte nach seinen bitteren Erlebnissen während des Zweiten Weltkriegs an der griechischen Ostküste ein neues Leben als Schwammfischer in der Ägäis beginnen .
sanft	Ermahnung	intensity	event	collocation	Karl Goldstone etwa führte 1908 als Gegenmaßnahmen für beide Praktiken deren frühzeitige Verhinderung sowie sanfte Ermahnung und Hygiene auf .
bitter	Ernst	intensity	event	collocation	Als die Wächter beginnen , die Gefangenen mit harten Regeln gefügig zu machen , wird aus dem Experiment schneller als gedacht bitterer Ernst .
tief	Ernst	intensity	attribute	collocation	Der zweite , liedhafte , von tiefem Ernst erfüllte Satz folgt dem formalen Aufbau A - B - C - A - B.
karg	Ernte	quantity	possession	free	Manche Autoren haben daraus einen Hinweis auf karge Ernten vor allem im Jahr 1596 gesehen .
reich	Ernte	quantity	possession	collocation	Er konnte sich jedoch meist rasch wieder erholen , da auf den fruchtbaren Böden Weizen und Zuckerrüben sich gut entwickelten und in der Regel für reiche Ernten sorgten .
reich	Ertrag	quantity	possession	collocation	Seit dem Verfall der Preise auf dem Weltmarkt wurde die Plantagenwirtschaft verstärkt , die reiche Erträge an Kaffee , Kayu ( Cashewnüsse ) und Obst bringt .
sicher	Erwartung	certainty	cognition	collocation	Unterstellt man sichere Erwartungen aller Vertragsparteien , so erzielt ein Investitionsprojekt zu einem zukünftigen Zeitpunkt einen Überschuss .
deftig	Essen	taste	food	free	Diese bringt sogleich ein deftiges Essen auf den Tisch und stellt ihm , typisch Mutter , " mitunter verfängliche Fragen " : " Versteht deine Frau die Haushaltung ?
karg	Essen	quantity	food	free	Zu ihrer Askese gehören das Arbeiten in der Zelle , karges Essen und strenges Fasten ; Fleischnahrung ist verboten .
knapp	Etat	quantity	possession	free	Angesichts des knappen Etats wurde der Kirchenneubau zunächst nur als Kirchenschiff ohne Turm ausgeführt .
reich	Europäer	social	person	free	Wenn alle Menschen , so wie die reichen Europäer , herumjetten würden , würde die Erde im Kodensstreifen , jetzt symbolisch gesprochen , verglühen .
frischgebacken	Europameister	time	person	collocation	Namhaftester Neuzugang für die Saison 1996 / 97 war der frischgebackene Europameister Stefan Kuntz .
sicher	Existenz	security	cognition	free	Demgegenüber wurde der allgemein gehaltene Antrag auf sichere Existenz und gesellschaftliche Teilhabe mit großer Mehrheit angenommen .
stürmisch	Expansion	speed	event	collocation	Erst im Jahre 1898 begann die stürmische Expansion des Barmer Bankvereins , als dieser mit dem " Gladbacher Bankverein Quack & Co. " in Mönchengladbach fusionierte .
zart	Faden	texture	artifact	free	Eben machte sie den gefährlichen Luftsprung , als der zarte Faden plötzlich riss und die Immortelle zugleich herzlich lachend ihren Stengel schüttelte .
schwarz	Fahne	color	artifact	free	Das Wappen der ehemaligen Gemeinde Unterschmeien zeigt in geteiltem Schild oben in Schwarz ein silberner Wellenbalken , unten in Silber eine dreilatzige schwarze Fahne .
sicher	Fahren	security	event	collocation	Kameraüberwachung und die massive Präsenz von U- und S-Bahnwachen gewährleisten ein sicheres Fahren , eigentlich rund um die Uhr .
grob	Fahrfehler	intensity	cognition	collocation	Bei den Olympischen Winterspielen 1976 in Innsbruck fuhr Pargätzi im Riesenslalom trotz eines groben Fahrfehlers ( er passierte ein Tor von der falschen Seite her , wodurch er den Unmut des am Ort des Geschehens stehenden Direktors des Schweizer Skiverbandes , Adolf Ogi , auf sich zog ) auf den sechsten Platz .
grob	Fahrlässigkeit	intensity	attribute	collocation	Bei Vorsatz , der bei Rechtsbeugung immer vorliegt , oder grober Fahrlässigkeit des Richters kann die Körperschaft , bei der er angestellt ist , den Richter in Rückgriff nehmen .
starr	Fahrplan	rigidity	time	collocation	Erste Taktfahrpläne ( damals noch rhythmische beziehungsweise starre Fahrpläne genannt ) gab es im Nahverkehr des ausgehenden 19. Jahrhunderts , beispielsweise für Straßenbahnen .
stürmisch	Fahrt	climate	event	free	Nach einer stürmischen Fahrt auf dem Atlantik im Herbst 2003 wurden größere Arbeiten am Schiff im Winter 2003 / 2004 durchgeführt .
wild	Fahrt	manner	event	collocation	Morgens um vier steht er auf und reist auf dem Ochsenkarren eines Einheimischen in wilder Fahrt zu dem abgelegenen Hinterland .
sicher	Fahrverhalten	security	cognition	collocation	Die Radaufhängungen sollen ein sicheres Fahrverhalten gewährleisten und Einbußen beim Fahrkomfort infolge Fahrbahnunebenheiten mildern ( den Fahrzeugaufbau abklingend schwingen lassen und Geräuschübertragung dämpfen ) .
stürmisch	Fahrwasser	climate	location	free	Europa ist wirtschaftlich in stürmisches Fahrwasser geraten .
teuer	Fahrzeug	cost	artifact	free	Ebenso wie das Sulmobil war das RM 4500,- - teure Fahrzeug , das 350 kg zuladen konnte , nicht sonderlich beliebt , da seine Einsatzmöglichkeiten begrenzt waren .
hart	Fakt	certainty	cognition	collocation	Ad Gegenargument - sehe ich genau so , ist aber kein harter Fakt dagegen , dass es nicht Irre geben kann , die sowas trotzdem versuchen .
mächtig	Faktor	power	motive	free	Zeit ist bei ( kleinen ) Kindern ein ungemein mächtiger Faktor .
leicht	Fall	description	communication	collocation	In der Notfallmedizin genügt bei leichten Fällen eine Überdruckbeatmung mit einer Maske , ansonsten muss der Spasmus mit Hilfe von Muskelrelaxanzien ( Succinylcholin ) gelöst werden .
tief	Fall	intensity	event	collocation	Das Buch beschreibt Aufstieg , tiefen Fall und erneuten Aufstieg , eine Erfahrung , mit der sich McKie identifizieren konnte und die er mit seiner Musik ausdrücken wollte .
grob	Fälschung	intensity	artifact	collocation	Im Jahr 2003 enthüllte er , dass die Story der angeblich auf dem Vulkan Llullaillaco in den Anden gefundenen Mumien von drei einheimischen Kindern eine grobe Fälschung ist .
tief	Falte	dimension	attribute	free	Die Person hat eine etwas gebogene Nase und wird von tiefen Falten auf der Stirn und Tränensäcke unter den Augen markiert .
arm	Familie	social	group	free	Dazu gehörte auch die Gründung einer säkularen Schule , in der 500 Schüler aus armen Familien eine Ausbildung bekamen und wo auch Arbeitergruppen ihre Treffen abhielten .
mächtig	Familie	power	group	free	Sein Sturz war die Folge des scharfen politischen Gegensatzes , in welchem er sich zu Kimon und den mit diesem verbündeten mächtigen Familien ( Philaiden und Alkmeoniden ) befand .
reich	Familie	social	group	free	Aus einer sehr reichen Familie stammend , die enge Beziehungen zur Mafia unterhält , besitzt sie zahlreiche Möglichkeiten , um Jumpei das Leben zu verkomplizieren .
blind	Fanatiker	description	person	collocation	Der Schriftsteller Maxim Gorki , ein Augenzeuge der Revolution – und heuer mit " Wassa Schelesnowa " im Burgtheater vertreten – , bezeichnete die bolschewistischen Anführer als " blinde Fanatiker " .
blind	Fanatismus	description	feeling	collocation	Konfessionalismus mit blindem Fanatismus ist für ihn kein Argument per se gegen Religion , sondern eine falsche Anwendung des Konfessionalismus .
dunkel	Farbe	brightness	shape	free	Xinjiang-Murmel  haben sehr langes Haar und eine dunkle Farbe ; jedoch oft rohverbrannt , gering in der Qualität .
hell	Farbe	brightness	shape	free	Dabei ist die helle Farbe einzig auf den Eisenmangel zurückzuführen , der bei den Jungtieren durch einseitige Ernährung mit eisenarmer Milch und Stroh verursacht wird .
herrlich	Farbe	evaluation	shape	free	Robert Delaunay malte 1912 in herrlichen Farben " Simultane Kontraste : Sonne und Mond " , deren Wirkung auf die Farbwahrnehmung er in den folgenden Jahren untersuchte .
sanft	Farbe	intensity	shape	collocation	Ihre häufig humorvollen Abbildungen stellen oft Tiere dar und sind meist in sanften Farben gehalten .
schwarz	Farbe	color	shape	free	Die erhaltene Haut hat eine zähe , lederartige Struktur und ist ebenfalls von brauner bis schwarzer Farbe .
zart	Farbe	intensity	shape	collocation	Heute wird das Innere der Kirche vom großen Hauptaltar dominiert , der mit seinen beiden Seitenaltären und den zarten Farben der Wände einen Eindruck der früheren Gestalt vermittelt .
zart	Farbigkeit	intensity	attribute	collocation	Die Fenster in der oberen Reihe des Chorraumes sind mit erhalten gebliebenen aus leicht eingefärbtem opakem Glas in den 1950er Jahren nachgestaltet worden , die übrigen Fensterflächen im Obergaden des Langhauses , als schmale Rundbogenfenster ausgeführt , sind gleichzeitig in angepasster zarter Farbigkeit eingefügt worden .
hell	Farbton	brightness	shape	free	Die Klatsche zeigten die Konturen nur andeutungsweise in einem hellen Farbton und verschwanden später bei der Druckvorbereitung der fertigen Chromolithografie .
hell	Fassade	brightness	location	free	Zudem ist vorgeschrieben , dass die Dächer der angrenzenden Gebäude wegen der angestrebten Grünspanbildung als Kontrast zu den hellen Fassaden kupferbeschlagen sind , ferner ist Fassadenwerbung nicht gestattet .
historisch	Fassade	time	location	collocation	An die östliche Schmalseite wurde ein erweitertes Bühnengebäude angebaut , sodass die historischen Fassaden heute alle mit modernen Gebäudeteilen verkleidet sind .
rau	Fassade	surface	attribute	free	Der Berg weist ein raues Klima auf mit einer Jahresniederschlagsmenge , die ungefähr 2000 mm beträgt .
blank	Faust	appearance	body	collocation	Sowohl im Kampf mit den heute üblichen Boxhandschuhen als auch im Duell mit den blanken Fäusten machte er sich einen Namen .
grob	Faustregel	precision	communication	collocation	Als grobe Faustregel gilt dabei , dass die Zitzenzahl der doppelten durchschnittlichen Zahl der Jungtiere entspricht .
bitter	Fazit	emotion	event	collocation	Aber nicht nur , dass sie im Theater auf den Brettern steht , die die " Welt " bedeuten , sie führt den jungen Mann auch zu der Erkenntnis , wie die - gesellschaftliche - " Welt " ihrer Zeit nun einmal beschaffen ist , und zu seinem bitteren Fazit . 
bitter	Fehde	intensity	relation	collocation	Die Freundschaft zerbrach und es folgte eine bittere Fehde , die öffentlich ausgetragen wurde .
grob	Fehleinschätzung	intensity	cognition	collocation	Diese Entscheidung fiel offenbar in grober Fehleinschätzung der Dynamik , welche die Ereignisse in den vergangenen Wochen entwickelt hatten .
grob	Fehlentscheidung	intensity	cognition	collocation	Meiner Ansicht nach wäre der Videobeweise in erster Linie präventiv und auserdem ein Mittel um grobe Fehlentscheidungen zu vermeiden
